genome	fastbaps_group	n_contigs	N50	total_len	assembly_level	checkm_completeness	checkm_contamination	seq_tech	strain	isolate
GCF_900984635.1	9	19	221559	1803450	Scaffold	99.72		SLX	GAS12233	
GCF_900984655.1	15	30	100114	1811936	Scaffold	98.81		SLX	Bra027	
GCF_900984665.1	1	26	162540	1883551	Scaffold	99.62		SLX	Bra015	
GCF_900984675.1	3	13	243450	1744451	Scaffold	99.44		SLX	Bra003	
GCF_900984685.1	11	30	277699	1866157	Scaffold	99.65	0.22	SLX	Bra050	
GCF_900984725.1	12	17	183992	1776236	Scaffold	99.47	0.08	SLX	Bra014	
GCF_900984765.1	15	32	113342	1780104	Scaffold	98.81		SLX	Bra013	
GCF_900984785.1	12	16	281948	1923116	Scaffold	99.2		SLX	Bra025	
GCF_900984805.1	13	20	239941	1842974	Scaffold	98.5	0.4	SLX	Bra049	
GCF_900984825.1	8	28	111795	1874056	Scaffold	98.69		SLX	Bra024	
GCF_900984885.1	10	29	178091	1798980	Scaffold	99.14		SLX	Bra011	
GCF_900984905.1	12	44	149559	1972739	Scaffold	98.67	0.17	SLX	Bra046	
GCF_900984935.1	12	16	267661	1853080	Scaffold	99.51		SLX	Bel005	
GCF_900984955.1	12	12	346979	1788426	Scaffold	99.56	0.03	SLX	A838	
GCF_900984965.1	1	26	163716	1889997	Scaffold	99.39		SLX	Bra033	
GCF_900984985.1	12	39	107559	1873607	Scaffold	99.15		SLX	Bra045	
GCF_900985035.1	9	14	270691	1835984	Scaffold	99.39		SLX	Bra032	
GCF_900985055.1	12	30	166196	1843505	Scaffold	99.57		SLX	Bel003	
GCF_900985085.1	12	15	234865	1783560	Scaffold	99.44		SLX	A837	
GCF_900985105.1	15	27	100116	1812489	Scaffold	98.81		SLX	Bra008	
GCF_900985135.1	12	22	247096	1746044	Scaffold	98.78	0.4	SLX	Bel002	
GCF_900985145.1	12	25	212646	1776071	Scaffold	99.62		SLX	Bra018	
GCF_900985155.1	12	32	162994	1720086	Scaffold	99.4		SLX	Bra006	
GCF_900985175.1	12	8	926744	1713394	Scaffold	99.58		SLX	A829	
GCF_900985195.1	2	20	227899	1765271	Scaffold	98.97	0.08	SLX	14GA0793	
GCF_900985215.1	13	13	275019	1782393	Scaffold	99.62		SLX	GAS14267	
GCF_900985245.1	12	19	186671	1705089	Scaffold	98.55	0.07	SLX	GAS13637	
GCF_900985265.1	8	20	194661	1829831	Scaffold	98.33		SLX	14GA0857	
GCF_900985275.1	13	38	130018	1851378	Scaffold	99.39		SLX	Bra041	
GCF_900985295.1	10	27	181956	1801565	Scaffold	99.37		SLX	GAS146	
GCF_900985305.1	5	28	163062	1802190	Scaffold	98.1		SLX	GAS131286	
GCF_900985315.1	12	18	174414	1766320	Scaffold	99.6		SLX	GAS14265	
GCF_900985335.1	13	20	179506	1750813	Scaffold	99.33		SLX	14GA0844	
GCF_900985355.1	9	19	221559	1802323	Scaffold	99.72		SLX	14GA1005	
GCF_900985365.1	13	19	143691	1715521	Scaffold	99.11		SLX	GAS13599	
GCF_900985595.1	12	15	189897	1742209	Scaffold	99.09	0.27	SLX	K9215	
GCF_900985795.1	12	15	239843	1734184	Scaffold	98.73		SLX	K3808	
GCF_900986065.1	12	15	243546	1757554	Scaffold	99.3		SLX	K6099	
GCF_900986195.1	12	26	122639	1859334	Scaffold	99.22		SLX	K9361	
GCF_900986205.1	12	17	243552	1759322	Scaffold	99.04		SLX	K10514	
GCF_900986715.1	12	17	168149	1760760	Scaffold	99.31		SLX	33122V1S2	
GCF_900987585.1	12	9	281015	1672206	Scaffold	99.08		SLX	31004V4S1	
GCF_900987645.1	13	35	240587	1807247	Scaffold	99.7	0.1	SLX	31037V4S1	
GCF_900988295.1	12	27	214665	1812261	Scaffold	98.96		SLX	31138V6S1	
GCF_900988315.1	13	33	238475	1796182	Scaffold	99.7	0.1	SLX	31049V5S2	
GCF_900988425.1	12	35	182438	1936394	Scaffold	98.24	0.13	SLX	41095V1S1	
GCF_900988755.1	12	24	202060	1782120	Scaffold	99.43		SLX	31028V2S1	
GCF_900988965.1	12	16	238435	1855997	Scaffold	98.51	0.27	SLX	K37698	
GCF_900989105.1	12	11	239641	1712975	Scaffold	99.52		SLX	K44896	
GCF_900989725.1	12	17	243424	1821641	Scaffold	99.11		SLX	K24635	
GCF_900989835.1	12	18	187922	1728837	Scaffold	99.39	0.4	SLX	K31063	
GCF_900990215.1	12	20	187007	1920333	Scaffold	99.39	0.49	SLX	K19376	
GCF_900990285.1	12	10	278656	1797596	Scaffold	99.49		SLX	K19952	
GCF_900990915.1	12	20	249761	1766300	Scaffold	99.12		SLX	NS415	
GCF_900990955.1	12	13	331933	1796292	Scaffold	98.35		SLX	NS452	
GCF_900990985.1	10	21	148357	1755736	Scaffold	99.47		SLX	HKU22	
GCF_900990995.1	10	20	226045	1897702	Scaffold	99.47		SLX	HKU165	
GCF_900991005.1	10	25	104016	1844013	Scaffold	99.03		SLX	HKU306	
GCF_900991015.1	10	32	120347	1881847	Scaffold	99.47		SLX	HKU360	
GCF_900991025.1	10	21	148573	1822029	Scaffold	99.03		SLX	HKU383	
GCF_900991035.1	10	22	217554	1836417	Scaffold	99.47		SLX	HKU388	
GCF_900991045.1	10	27	160307	1797244	Scaffold	99.47		SLX	HKU364	
GCF_900991055.1	10	24	168838	1897374	Scaffold	99.03	0.07	SLX	HKU397	
GCF_900991355.1	12	16	239771	1782509	Scaffold	99.68	0.4	SLX	NS2012	
GCF_900991805.1	12	24	181368	1881578	Scaffold	97.78		SLX	NS5427	
GCF_900991935.1	13	13	239764	1757837	Scaffold	99.4		SLX	NS5778	
GCF_900992105.1	12	20	183914	1791566	Scaffold	98.54		SLX	NS6263	
GCF_900992155.1	12	15	291651	1777629	Scaffold	99.36		SLX	NS6570	
GCF_900992345.1	12	22	134470	1862905	Scaffold	99.49	0.37	SLX	NS7168	
GCF_900992355.1	12	15	202119	1729106	Scaffold	99.66	0.4	SLX	NS7185	
GCF_900992665.1	12	24	213856	1805772	Scaffold	97.15		SLX	33181V1T1	
GCF_900993445.1	12	28	168059	1782899	Scaffold	99.54		SLX	31038V6S1	
GCF_900993495.1	13	17	242745	1762146	Scaffold	98.4	0.08	SLX	GAS131172	
GCF_900993505.1	5	14	168110	1692975	Scaffold	98.03		SLX	GAS131282	
GCF_900993515.1	13	27	103681	1796170	Scaffold	99.11		SLX	GAS13589	
GCF_900993535.1	12	13	239952	1724964	Scaffold	99.6		SLX	GAS14246	
GCF_900993545.1	12	29	162986	1781400	Scaffold	99.56	0.27	SLX	14GA0839	
GCF_900993575.1	4	29	252218	1895382	Scaffold	99.44	0.27	SLX	GAS131166	
GCF_900993595.1	12	24	132906	1765323	Scaffold	98.94		SLX	GAS11282	
GCF_900993605.1	13	20	218915	1737154	Scaffold	98.61	0.03	SLX	GAS10213	
GCF_900993615.1	13	20	223886	1736302	Scaffold	98.61	0.03	SLX	GAS1073	
GCF_900993695.1	12	45	106821	1871027	Scaffold	99.28		SLX	GAS10210	
GCF_900993705.1	12	16	186672	1705917	Scaffold	98.55	0.07	SLX	GAS1186	
GCF_900993715.1	12	21	184398	1772251	Scaffold	99.67		SLX	GAS1050	
GCF_900993735.1	12	18	227114	1707717	Scaffold	98.44	0.07	SLX	GAS09155	
GCF_900993745.1	12	12	287289	1799658	Scaffold	99.26		SLX	GAS07147	
GCF_900993765.1	12	17	222761	1793755	Scaffold	98.91		SLX	GAS0371	
GCF_900993775.1	13	27	153493	1709965	Scaffold	99.73		SLX	GAS10358	
GCF_900993795.1	13	19	223890	1736960	Scaffold	98.61	0.03	SLX	GAS1047	
GCF_900993815.1	12	15	143820	1758730	Scaffold	99.02		SLX	GAS09344	
GCF_900993825.1	14	17	204014	1790384	Scaffold	97.94	0.4	SLX	GAS13376	
GCF_900993845.1	12	17	222753	1794354	Scaffold	98.91		SLX	GAS0370	
GCF_900993855.1	12	20	184287	1780797	Scaffold	98.69		SLX	GAS05151	
GCF_900993875.1	13	20	170923	1748972	Scaffold	99.33		SLX	GAS1041	
GCF_900993895.1	14	19	162933	1744657	Scaffold	97.94	0.4	SLX	GAS09330	
GCF_900993925.1	13	14	274806	1750409	Scaffold	99.62		SLX	GAS06262	
GCF_900993935.1	13	30	118762	1749710	Scaffold	99.73		SLX	GAS05150	
GCF_900993965.1	13	37	118115	1828144	Scaffold	99.39		SLX	GAS10339	
GCF_900993995.1	9	16	307081	1803812	Scaffold	99.72		SLX	GAS06220	
GCF_900994005.1	9	15	308178	1805367	Scaffold	99.39		SLX	GAS05134	
GCF_900994015.1	12	15	267375	1769881	Scaffold	99.08		SLX	GAS10325	
GCF_900994045.1	12	15	222757	1794605	Scaffold	98.91		SLX	GAS0359	
GCF_900994055.1	13	16	242831	1799815	Scaffold	98.4	0.08	SLX	GAS0925	
GCF_900994085.1	12	12	287445	1755138	Scaffold	99.26		SLX	GAS0592	
GCF_900994095.1	9	15	276225	1804749	Scaffold	99.24		SLX	GAS06216	
GCF_900994105.1	13	16	171526	1721744	Scaffold	98.67		SLX	GAS0354	
GCF_900994115.1	13	20	242827	1762340	Scaffold	98.4	0.08	SLX	GAS10275	
GCF_900994145.1	12	13	203590	1760361	Scaffold	99.13		SLX	GAS10141	
GCF_900994155.1	12	18	281019	1851407	Scaffold	98.83		SLX	GAS12183	
GCF_900994215.1	13	17	243388	1800990	Scaffold	98.32	0.08	SLX	GAS10113	
GCF_900994225.1	13	19	218749	1735680	Scaffold	98.61	0.03	SLX	GAS09438	
GCF_900994235.1	2	15	227849	1767623	Scaffold	98.97	0.08	SLX	GAS09226	
GCF_900994245.1	12	9	339702	1779463	Scaffold	99.59		SLX	GAS1291	
GCF_900994265.1	12	22	186391	1722485	Scaffold	99.44		SLX	GAS0656	
GCF_900994295.1	12	22	184310	1737876	Scaffold	98.69		SLX	GAS03188	
GCF_900994305.1	12	30	239599	1732903	Scaffold	99.01		SLX	GAS10112	
GCF_900994345.1	13	20	218836	1737039	Scaffold	98.61	0.03	SLX	GAS11453	
GCF_900994385.1	13	11	171520	1719949	Scaffold	99.33		SLX	GAS09426	
GCF_900994395.1	13	28	118117	1707108	Scaffold	99.5		SLX	GAS08119	
GCF_900994425.1	12	18	203148	1776882	Scaffold	98.75	0.4	SLX	GAS02198	
GCF_900994495.1	12	20	184123	1769868	Scaffold	99.61		SLX	GAS1341	
GCF_900994505.1	8	22	195083	1824624	Scaffold	98.33		SLX	GAS12180	
GCF_900994515.1	8	20	195086	1784730	Scaffold	98.33		SLX	GAS1282	
GCF_900994555.1	12	19	186387	1727182	Scaffold	99.28		SLX	GAS1156	
GCF_900994565.1	12	22	254490	1773524	Scaffold	99.61		SLX	GAS13358	
GCF_900994575.1	13	19	242869	1761956	Scaffold	98.4	0.08	SLX	GAS1328	
GCF_900994595.1	13	28	153539	1706653	Scaffold	99.73		SLX	GAS12314	
GCF_900994605.1	6	30	176151	1864158	Scaffold	99.19		SLX	GAS12172	
GCF_900994615.1	13	30	120938	1787653	Scaffold	99.73		SLX	GAS11426	
GCF_900994625.1	12	14	188996	1727062	Scaffold	99.35	0.27	SLX	GAS1262	
GCF_900994645.1	12	16	186691	1709219	Scaffold	98.55	0.07	SLX	GAS1142	
GCF_900994705.1	6	30	206506	1863474	Scaffold	99.19		SLX	GAS12171	
GCF_900994735.1	13	25	103706	1792578	Scaffold	99.05	0.03	SLX	GAS1121	
GCF_900994765.1	9	16	276033	1804527	Scaffold	99.68		SLX	GAS12271	
GCF_900994785.1	12	30	240601	1734384	Scaffold	99.01		SLX	GAS1222	
GCF_900994805.1	2	18	227861	1766963	Scaffold	98.97	0.08	SLX	GAS1377	
GCF_900994835.1	13	17	242953	1761547	Scaffold	98.4	0.08	SLX	GAS13208	
GCF_900994855.1	12	18	170018	1726408	Scaffold	99.35	0.27	SLX	GAS12260	
GCF_900994865.1	13	25	103681	1759737	Scaffold	99.11		SLX	GAS11154	
GCF_900994875.1	13	13	242839	1795464	Scaffold	98.4	0.08	SLX	GAS10481	
GCF_900994885.1	12	16	289106	1756513	Scaffold	99.43		SLX	GAS1219	
GCF_900994915.1	13	13	242866	1795269	Scaffold	98.4	0.08	SLX	GAS11364	
GCF_900994925.1	13	25	103718	1757830	Scaffold	98.89		SLX	GAS12357	
GCF_900994975.1	6	28	206502	1862401	Scaffold	99.19		SLX	GAS1218	
GCF_900994995.1	13	25	103693	1759049	Scaffold	99.11		SLX	GAS12463	
GCF_900995005.1	13	18	242902	1762012	Scaffold	98.4	0.08	SLX	GAS12446	
GCF_900995045.1	12	13	203615	1764254	Scaffold	99.33		SLX	GAS12140	
GCF_900995055.1	13	14	242856	1763388	Scaffold	98.4	0.08	SLX	GAS10470	
GCF_900995085.1	2	14	246187	1768190	Scaffold	98.97	0.08	SLX	GAS11141	
GCF_900995105.1	12	16	203766	1764006	Scaffold	99.36		SLX	GAS1213	
GCF_900995125.1	12	15	248724	1727207	Scaffold	99.35	0.27	SLX	GAS12139	
GCF_900995135.1	13	27	103702	1793049	Scaffold	99.11	0.03	SLX	GAS11129	
GCF_900995145.1	8	22	195090	1784165	Scaffold	98.33		SLX	GAS12106	
GCF_900995155.1	12	15	203589	1763336	Scaffold	99.36		SLX	GAS10463	
GCF_900995165.1	12	17	243581	1737664	Scaffold	99.47	0.08	SLX	GAS11334	
GCF_900995175.1	13	18	218725	1737230	Scaffold	98.61	0.03	SLX	GAS10458	
GCF_900995195.1	10	24	183787	1800096	Scaffold	99.44		SLX	GAS09422	
GCF_900995215.1	12	18	167963	1766472	Scaffold	98.96		SLX	GAS10243	
GCF_900995225.1	12	10	294951	1754455	Scaffold	99.63		SLX	GAS0830	
GCF_900995235.1	12	12	260680	1716157	Scaffold	99.08		SLX	GAS09204	
GCF_900995245.1	13	19	218872	1737492	Scaffold	98.61	0.03	SLX	GAS11456	
GCF_900995255.1	12	14	203706	1764111	Scaffold	99.36		SLX	GAS10219	
GCF_900995285.1	12	24	186330	1723809	Scaffold	99.44		SLX	GAS066	
GCF_900995305.1	12	18	214968	1767110	Scaffold	98.96		SLX	GAS09418	
GCF_900995345.1	12	25	163690	1747922	Scaffold	99.58		SLX	NS83	
GCF_900995355.1	12	10	318365	1716672	Scaffold	99.08		SLX	GAS05207	
GCF_900995365.1	13	22	189917	1797891	Scaffold	99.58	0.03	SLX	NS803	
GCF_900995375.1	13	16	210530	1801575	Scaffold	97.86		SLX	NS80	
GCF_900995395.1	12	21	210741	1771070	Scaffold	99.0	0.1	SLX	NS564	
GCF_900995425.1	13	18	203757	1714753	Scaffold	96.76	0.1	SLX	NS3	
GCF_900995435.1	13	19	206934	1802953	Scaffold	99.59		SLX	NS50.1	
GCF_900995445.1	13	14	239780	1791693	Scaffold	99.4		SLX	NS1033	
GCF_900995525.1	12	18	203170	1741655	Scaffold	98.84	0.4	SLX	GAS0391	
GCF_900995585.1	13	15	267934	1753944	Scaffold	99.28		SLX	NS1133	
GCF_900995655.1	14	13	203762	1935870	Scaffold	98.66	0.27	SLX	NS1120	
GCF_900995685.1	4	18	262045	1864783	Scaffold	99.78	0.27	SLX	NS196	
GCF_900995695.1	11	25	169818	1941235	Scaffold	98.08	0.08	SLX	NS204	
GCF_900995725.1	12	22	217331	1745728	Scaffold	98.4		SLX	NS125	
GCF_900995735.1	13	17	247375	1756596	Scaffold	99.05	0.08	SLX	NS176	
GCF_900995755.1	12	22	150083	1791309	Scaffold	99.51		SLX	NS179	
GCF_900995765.1	13	12	241009	1707571	Scaffold	99.0		SLX	NS178	
GCF_900995785.1	13	16	286817	1755962	Scaffold	99.05	0.08	SLX	NS282	
GCF_900995795.1	13	20	187454	1744389	Scaffold	98.64		SLX	NS223	
GCF_900995805.1	7	20	243687	1815047	Scaffold	99.07		SLX	NS297	
GCF_900995815.1	12	11	219278	1741713	Scaffold	99.19		SLX	NS225	
GCF_900995825.1	12	14	262605	1770603	Scaffold	98.97		SLX	NS226	
GCF_900995835.1	13	13	189102	1758778	Scaffold	99.02		SLX	NS32	
GCF_900995845.1	12	22	173654	1692413	Scaffold	98.43		SLX	NS235	
GCF_900995855.1	12	22	162891	1795607	Scaffold	99.15		SLX	NS244	
GCF_900995865.1	12	22	148865	1728801	Scaffold	98.64		SLX	NS239	
GCF_900995875.1	12	22	142765	1885811	Scaffold	99.11	0.82	SLX	NS25	
GCF_900995895.1	12	19	230262	1741104	Scaffold	98.87		SLX	NS265	
GCF_900995905.1	12	14	239161	1714958	Scaffold	98.15	0.4	SLX	NS253	
GCF_901472475.1	15	1	1858171	1858171	Complete Genome	99.59		PacBio	NCTC8193	
GCF_901482645.1	7	1	1819777	1819777	Complete Genome	99.17		PacBio	NCTC8318	
GCF_965137295.1	9	40	216763	1870758	Scaffold	99.57		Illumina NextSeq 500	CIP56.41T	CIP56.41T
